Country,Year,Month,Visitors
 Canada,2014, June,12722
 Canada,2014, July,15763
 Canada,2014, August,14214
 Canada,2014, september,14531
 Canada,2014, October,17675
 Canada,2014, november,16184
 Canada,2014, december,17692
 Mexico,2014, January,1345
 Mexico,2014, February,1344
 Mexico,2014, March,2461
 Mexico,2014, April,3582
 Mexico,2014, May,2532
 Mexico,2014, June,2512
 Mexico,2014, July,3537
 Mexico,2014, August,2091
 Mexico,2014, september,2954
 Mexico,2014, October,3206
 Mexico,2014, november,2617
 Mexico,2014, december,2255
 Brazil,2014, January,1887
 Brazil,2014, February,1315
 Brazil,2014, March,3045
 Brazil,2014, April,4131
 Brazil,2014, May,2922
 Brazil,2014, June,2206
 Brazil,2014, July,2595
 Brazil,2014, August,2128
 Brazil,2014, september,3069
 Brazil,2014, October,3638
 Brazil,2014, november,2309
 Brazil,2014, december,3065
 Australia,2014, January,37367
 Australia,2014, February,26589
 Australia,2014, March,21334
 Australia,2014, April,30174
 Australia,2014, May,18547
 Australia,2014, June,21081
 Australia,2014, July,20086
 Australia,2014, August,13089
 Australia,2014, september,30631
 Australia,2014, October,23994
 Australia,2014, november,22155
 Australia,2014, december,37609
 new zealand,2014, January,3366
 new zealand,2014, February,2804
 new zealand,2014, March,2661
 new zealand,2014, April,4329
 new zealand,2014, May,3180
 new zealand,2014, June,3230
 new zealand,2014, July,3778
 new zealand,2014, August,2864
 new zealand,2014, september,4477
 new zealand,2014, October,3537
 new zealand,2014, november,3077
 new zealand,2014, december,4319
 South Korea,2015, January,358093
 South Korea,2015, February,321576
 South Korea,2015, March,268156
 South Korea,2015, April,304619
 South Korea,2015, May,315389
 South Korea,2015, June,251504
 South Korea,2015, July,343799
 South Korea,2015, August,390971
 South Korea,2015, september,301645
 South Korea,2015, October,370842
 South Korea,2015, november,359845
 South Korea,2015, december,415656
 China,2015, January,226214
 China,2015, February,359080
 China,2015, March,338121
 China,2015, April,405731
 China,2015, May,387170
 China,2015, June,462248
 China,2015, July,576868
 China,2015, August,591510
 China,2015, september,491201
 China,2015, October,445562
 China,2015, november,362950
 China,2015, december,347034
 Taiwan,2015, January,217035
 Taiwan,2015, February,277626
 Taiwan,2015, March,277934
 Taiwan,2015, April,335140
 Taiwan,2015, May,339677
 Taiwan,2015, June,345243
 Taiwan,2015, July,361683
 Taiwan,2015, August,313929
 Taiwan,2015, september,302897
 Taiwan,2015, October,343601
 Taiwan,2015, november,296499
 Taiwan,2015, december,265811
 Hong Kong,2015, January,87742
 Hong Kong,2015, February,109384
 Hong Kong,2015, March,117223
 Hong Kong,2015, April,119602
 Hong Kong,2015, May,120626
 Hong Kong,2015, June,137014
 Hong Kong,2015, July,158712
 Hong Kong,2015, August,141466
 Hong Kong,2015, september,115242
 Hong Kong,2015, October,129080
 Hong Kong,2015, november,130776
 Hong Kong,2015, december,157425
 Thailand,2015, January,44770
 Thailand,2015, February,44038
 Thailand,2015, March,92438
 Thailand,2015, April,117930
 Thailand,2015, May,81015
 Thailand,2015, June,43390
 Thailand,2015, July,51852
 Thailand,2015, August,31289
 Thailand,2015, september,34385
 Thailand,2015, October,86001
 Thailand,2015, november,76145
 Thailand,2015, december,93478
 Singapore,2015, January,11813
 Singapore,2015, February,16293
 Singapore,2015, March,23147
 Singapore,2015, April,24833
 Singapore,2015, May,24593
 Singapore,2015, June,29167
 Singapore,2015, July,17194
 Singapore,2015, August,12616
 Singapore,2015, september,18716
 Singapore,2015, October,25205
 Singapore,2015, november,38205
 Singapore,2015, december,67001
Malaysia,2015, January,12312
Malaysia,2015, February,19269
Malaysia,2015, March,28193
Malaysia,2015, April,29556
Malaysia,2015, May,25797
Malaysia,2015, June,18525
Malaysia,2015, July,19954
Malaysia,2015, August,12301
Malaysia,2015, september,21307
Malaysia,2015, October,28488
Malaysia,2015, november,39481
Malaysia,2015, december,50264
 Indonesia,2015, January,9683
 Indonesia,2015, February,8094
 Indonesia,2015, March,19542
 Indonesia,2015, April,23364
 Indonesia,2015, May,18859
 Indonesia,2015, June,17119
 Indonesia,2015, July,25528
 Indonesia,2015, August,9777
 Indonesia,2015, september,12855
 Indonesia,2015, October,16753
 Indonesia,2015, november,14197
 Indonesia,2015, december,29312
 Philippines,2015, January,14428
 Philippines,2015, February,14190
 Philippines,2015, March,26786
 Philippines,2015, April,36673
 Philippines,2015, May,27847
 Philippines,2015, June,18619
 Philippines,2015, July,16374
 Philippines,2015, August,14794
 Philippines,2015, september,15843
 Philippines,2015, October,25685
 Philippines,2015, november,24443
 Philippines,2015, december,32679
 Vietnam,2015, January,12266
 Vietnam,2015, February,9489
 Vietnam,2015, March,18736
 Vietnam,2015, April,28510
 Vietnam,2015, May,12319
 Vietnam,2015, June,13043
 Vietnam,2015, July,15366
 Vietnam,2015, August,13770
 Vietnam,2015, september,15569
 Vietnam,2015, October,21391
 Vietnam,2015, november,14592
 Vietnam,2015, december,10344
 India,2015, January,7771
 India,2015, February,5982
 India,2015, March,8228
 India,2015, April,9204
 India,2015, May,11328
 India,2015, June,8588
 India,2015, July,8294
 India,2015, August,8680
 India,2015, september,9098
 India,2015, October,9719
 India,2015, november,9507
 India,2015, december,6685
 Israel,2015, January,671
 Israel,2015, February,722
 Israel,2015, March,3068
 Israel,2015, April,4469
 Israel,2015, May,1693
 Israel,2015, June,1019
 Israel,2015, July,1267
 Israel,2015, August,1125
 Israel,2015, september,3298
 Israel,2015, October,2118
 Israel,2015, november,1672
 Israel,2015, december,806
 Türkiye,2015, January,924
 Türkiye,2015, February,955
 Türkiye,2015, March,1866
 Türkiye,2015, April,1822
 Türkiye,2015, May,1617
 Türkiye,2015, June,1304
 Türkiye,2015, July,1453
 Türkiye,2015, August,1414
 Türkiye,2015, september,1752
 Türkiye,2015, October,1515
 Türkiye,2015, november,1595
 Türkiye,2015, december,1057
 uk,2015, January,15030
 uk,2015, February,17770
 uk,2015, March,25205
 uk,2015, April,27049
 uk,2015, May,19882
 uk,2015, June,16839
 uk,2015, July,26340
 uk,2015, August,20466
 uk,2015, september,22699
 uk,2015, October,26221
 uk,2015, november,21577
 uk,2015, december,19410
 France,2015, January,10035
 France,2015, February,11951
 France,2015, March,18090
 France,2015, April,27146
 France,2015, May,20324
 France,2015, June,13500
 France,2015, July,22304
 France,2015, August,21199
 France,2015, september,15276
 France,2015, October,23871
 France,2015, november,16277
 France,2015, december,14255
 Germany,2015, January,8325
 Germany,2015, February,9815
 Germany,2015, March,18374
 Germany,2015, April,15661
 Germany,2015, May,14340
 Germany,2015, June,10537
 Germany,2015, July,13845
 Germany,2015, August,13405
 Germany,2015, september,14542
 Germany,2015, October,18840
 Germany,2015, november,14723
 Germany,2015, december,10173
 Italy,2015, January,4168
 Italy,2015, February,4680
 Italy,2015, March,8869
 Italy,2015, April,10402
 Italy,2015, May,7873
 Italy,2015, June,6410
 Italy,2015, July,9963
 Italy,2015, August,16658
 Italy,2015, september,8368
 Italy,2015, October,10192
 Italy,2015, november,7213
 Italy,2015, december,8402
 Russia,2015, January,4024
 Russia,2015, February,2781
 Russia,2015, March,5503
 Russia,2015, April,5207
 Russia,2015, May,4275
 Russia,2015, June,3756
 Russia,2015, July,5041
 Russia,2015, August,4826
 Russia,2015, september,4216
 Russia,2015, October,5230
 Russia,2015, november,5593
 Russia,2015, december,3913
 Spain,2015, January,2501
 Spain,2015, February,2806
 Spain,2015, March,6330
 Spain,2015, April,5469
 Spain,2015, May,5578
 Spain,2015, June,5269
 Spain,2015, July,9843
 Spain,2015, August,13520
 Spain,2015, september,7604
 Spain,2015, October,8381
 Spain,2015, november,5014
 Spain,2015, december,4871
Sweden,2015, January,2948
Sweden,2015, February,2662
Sweden,2015, March,5146
Sweden,2015, April,5230
Sweden,2015, May,3424
Sweden,2015, June,3685
Sweden,2015, July,5647
Sweden,2015, August,2640
Sweden,2015, september,3097
Sweden,2015, October,5170
Sweden,2015, november,3937
Sweden,2015, december,3391
 Netherlands,2015, January,2145
 Netherlands,2015, February,2478
 Netherlands,2015, March,4230
 Netherlands,2015, April,5037
 Netherlands,2015, May,4269
 Netherlands,2015, June,3201
 Netherlands,2015, July,7219
 Netherlands,2015, August,3765
 Netherlands,2015, september,4138
 Netherlands,2015, October,5730
 Netherlands,2015, november,4448
 Netherlands,2015, december,3313
 Switzerland,2015, January,1677
 Switzerland,2015, February,1849
 Switzerland,2015, March,3773
 Switzerland,2015, April,5476
 Switzerland,2015, May,3402
 Switzerland,2015, June,2325
 Switzerland,2015, July,5573
 Switzerland,2015, August,3024
 Switzerland,2015, september,3259
 Switzerland,2015, October,5025
 Switzerland,2015, november,2696
 Switzerland,2015, december,2319
 Belgium,2015, January,1046
 Belgium,2015, February,1435
 Belgium,2015, March,1982
 Belgium,2015, April,2582
 Belgium,2015, May,2083
 Belgium,2015, June,1520
 Belgium,2015, July,3467
 Belgium,2015, August,1910
 Belgium,2015, september,2045
 Belgium,2015, October,2865
 Belgium,2015, november,2039
 Belgium,2015, december,1380
 Finland,2015, January,1501
 Finland,2015, February,1401
 Finland,2015, March,2323
 Finland,2015, April,2370
 Finland,2015, May,1739
 Finland,2015, June,1863
 Finland,2015, July,2565
 Finland,2015, August,1196
 Finland,2015, september,1478
 Finland,2015, October,2113
 Finland,2015, november,2234
 Finland,2015, december,1872
 Poland,2015, January,801
 Poland,2015, February,1080
 Poland,2015, March,1775
 Poland,2015, April,2805
 Poland,2015, May,2434
 Poland,2015, June,1866
 Poland,2015, July,2662
 Poland,2015, August,2261
 Poland,2015, september,2470
 Poland,2015, October,3160
 Poland,2015, november,2063
 Poland,2015, december,919
 Denmark,2015, January,1196
 Denmark,2015, February,1224
 Denmark,2015, March,2578
 Denmark,2015, April,1934
 Denmark,2015, May,1565
 Denmark,2015, June,1530
 Denmark,2015, July,3428
 Denmark,2015, August,1195
 Denmark,2015, september,1483
 Denmark,2015, October,2733
 Denmark,2015, november,1709
 Denmark,2015, december,1142
 Norway,2015, January,1114
 Norway,2015, February,1112
 Norway,2015, March,2636
 Norway,2015, April,1448
 Norway,2015, May,1042
 Norway,2015, June,1558
 Norway,2015, July,3058
 Norway,2015, August,911
 Norway,2015, september,1307
 Norway,2015, October,1808
 Norway,2015, november,1349
 Norway,2015, december,1254
 Austria,2015, January,1024
 Austria,2015, February,1100
 Austria,2015, March,1908
 Austria,2015, April,1726
 Austria,2015, May,1480
 Austria,2015, June,1075
 Austria,2015, July,1911
 Austria,2015, August,1706
 Austria,2015, september,1613
 Austria,2015, October,1911
 Austria,2015, november,1565
 Austria,2015, december,1165
 Portugal,2015, January,777
 Portugal,2015, February,1004
 Portugal,2015, March,1516
 Portugal,2015, April,1571
 Portugal,2015, May,1429
 Portugal,2015, June,1318
 Portugal,2015, July,2160
 Portugal,2015, August,2240
 Portugal,2015, september,1449
 Portugal,2015, October,1769
 Portugal,2015, november,1581
 Portugal,2015, december,1852
 Ireland,2015, January,936
 Ireland,2015, February,930
 Ireland,2015, March,1399
 Ireland,2015, April,1372
 Ireland,2015, May,1097
 Ireland,2015, June,1014
 Ireland,2015, July,1543
 Ireland,2015, August,1184
 Ireland,2015, september,1241
 Ireland,2015, October,1357
 Ireland,2015, november,1169
 Ireland,2015, december,1076
 US,2015, January,62081
 US,2015, February,59157
 US,2015, March,95609
 US,2015, April,95891
 US,2015, May,92184
 US,2015, June,102103
 US,2015, July,98201
 US,2015, August,76926
 US,2015, september,76279
 US,2015, October,96208
 US,2015, november,88707
 US,2015, december,89912
 Canada,2015, January,14250
 Canada,2015, February,16304
 Canada,2015, March,21638
 Canada,2015, April,21868
 Canada,2015, May,20708
 Canada,2015, June,16725
 Canada,2015, July,19767
 Canada,2015, August,17758
 Canada,2015, september,17703
 Canada,2015, October,21902
 Canada,2015, november,20797
 Canada,2015, december,21970
 Mexico,2015, January,1694
 Mexico,2015, February,1678
 Mexico,2015, March,3561
 Mexico,2015, April,2931
 Mexico,2015, May,3229
 Mexico,2015, June,3356
 Mexico,2015, July,4790
 Mexico,2015, August,2826
 Mexico,2015, september,3139
 Mexico,2015, October,3319
 Mexico,2015, november,3115
 Mexico,2015, december,3170
 Brazil,2015, January,2303
 Brazil,2015, February,1709
 Brazil,2015, March,3423
 Brazil,2015, April,4467
 Brazil,2015, May,2804
 Brazil,2015, June,2152
 Brazil,2015, July,3697
 Brazil,2015, August,2072
 Brazil,2015, september,2795
 Brazil,2015, October,3332
 Brazil,2015, november,2485
 Brazil,2015, december,2778
 Australia,2015, January,48583
 Australia,2015, February,30303
 Australia,2015, March,29178
 Australia,2015, April,34060
 Australia,2015, May,24827
 Australia,2015, June,22695
 Australia,2015, July,25396
 Australia,2015, August,17878
 Australia,2015, september,34712
 Australia,2015, October,29621
 Australia,2015, november,29463
 Australia,2015, december,49359
 new zealand,2015, January,3932
 new zealand,2015, February,3474
 new zealand,2015, March,3558
 new zealand,2015, April,4545
 new zealand,2015, May,4022
 new zealand,2015, June,3820
 new zealand,2015, July,4344
 new zealand,2015, August,3740
 new zealand,2015, september,5299
 new zealand,2015, October,4137
 new zealand,2015, november,3542
 new zealand,2015, december,4989
 South Korea,2016, January,514889
 South Korea,2016, February,490845
 South Korea,2016, March,374057
 South Korea,2016, April,353660
 South Korea,2016, May,302088
 South Korea,2016, June,347365
 South Korea,2016, July,447008
 South Korea,2016, August,458927
 South Korea,2016, september,430614
 South Korea,2016, October,449555
 South Korea,2016, november,426918
 South Korea,2016, december,494376
 China,2016, January,475115
 China,2016, February,498903
 China,2016, March,498053
 China,2016, April,514866
 China,2016, May,507095
 China,2016, June,582452
 China,2016, July,731386
 China,2016, August,676966
 China,2016, september,522302
 China,2016, October,506162
 China,2016, november,432802
 China,2016, december,427462
 Taiwan,2016, January,320963
 Taiwan,2016, February,348971
 Taiwan,2016, March,328400
 Taiwan,2016, April,384165
 Taiwan,2016, May,375475
 Taiwan,2016, June,397840
 Taiwan,2016, July,397002
 Taiwan,2016, August,333242
 Taiwan,2016, september,347522
 Taiwan,2016, October,354457
 Taiwan,2016, november,300739
 Taiwan,2016, december,278736
 Hong Kong,2016, January,125012
 Hong Kong,2016, February,151836
 Hong Kong,2016, March,160954
 Hong Kong,2016, April,127245
 Hong Kong,2016, May,140046
 Hong Kong,2016, June,163103
 Hong Kong,2016, July,184630
 Hong Kong,2016, August,159340
 Hong Kong,2016, september,130937
 Hong Kong,2016, October,153971
 Hong Kong,2016, november,152346
 Hong Kong,2016, december,189773
 Thailand,2016, January,61115
 Thailand,2016, February,61315
 Thailand,2016, March,99692
 Thailand,2016, April,130992
 Thailand,2016, May,84919
 Thailand,2016, June,47898
 Thailand,2016, July,61253
 Thailand,2016, August,34660
 Thailand,2016, september,44673
 Thailand,2016, October,98276
 Thailand,2016, november,80327
 Thailand,2016, december,96405
 Singapore,2016, January,15086
 Singapore,2016, February,20354
 Singapore,2016, March,32964
 Singapore,2016, April,30576
 Singapore,2016, May,29250
 Singapore,2016, June,32574
 Singapore,2016, July,17960
 Singapore,2016, August,12069
 Singapore,2016, september,21923
 Singapore,2016, October,29860
 Singapore,2016, november,43323
 Singapore,2016, december,75868
 Malaysia,2016, January,19843
 Malaysia,2016, February,29915
 Malaysia,2016, March,38223
 Malaysia,2016, April,38038
 Malaysia,2016, May,36560
 Malaysia,2016, June,20879
 Malaysia,2016, July,24960
 Malaysia,2016, August,15534
 Malaysia,2016, september,25895
 Malaysia,2016, October,36696
 Malaysia,2016, november,44428
 Malaysia,2016, december,63297
 Indonesia,2016, January,13735
 Indonesia,2016, February,11966
 Indonesia,2016, March,26828
 Indonesia,2016, April,31169
 Indonesia,2016, May,21053
 Indonesia,2016, June,22896
 Indonesia,2016, July,26692
 Indonesia,2016, August,12837
 Indonesia,2016, september,17831
 Indonesia,2016, October,23260
 Indonesia,2016, november,21853
 Indonesia,2016, december,40894
 Philippines,2016, January,18848
 Philippines,2016, February,18509
 Philippines,2016, March,37525
 Philippines,2016, April,41949
 Philippines,2016, May,36871
 Philippines,2016, June,27621
 Philippines,2016, July,20306
 Philippines,2016, August,17385
 Philippines,2016, september,20817
 Philippines,2016, October,36708
 Philippines,2016, november,30004
 Philippines,2016, december,41318
 Vietnam,2016, January,14792
 Vietnam,2016, February,17599
 Vietnam,2016, March,23211
 Vietnam,2016, April,34134
 Vietnam,2016, May,16377
 Vietnam,2016, June,16736
 Vietnam,2016, July,18584
 Vietnam,2016, August,17206
 Vietnam,2016, september,19252
 Vietnam,2016, October,24696
 Vietnam,2016, november,18126
 Vietnam,2016, december,13050
 India,2016, January,9637
 India,2016, February,7155
 India,2016, March,9723
 India,2016, April,11583
 India,2016, May,13643
 India,2016, June,11955
 India,2016, July,9625
 India,2016, August,9336
 India,2016, september,10097
 India,2016, October,11522
 India,2016, november,11151
 India,2016, december,7512
 Macau,2016, January,6089
 Macau,2016, February,6515
 Macau,2016, March,6774
 Macau,2016, April,6976
 Macau,2016, May,6729
 Macau,2016, June,8715
 Macau,2016, July,11105
 Macau,2016, August,13116
 Macau,2016, september,5873
 Macau,2016, October,7328
 Macau,2016, november,6876
 Macau,2016, december,13329
 Israel,2016, January,871
 Israel,2016, February,782
 Israel,2016, March,3973
 Israel,2016, April,5081
 Israel,2016, May,2262
 Israel,2016, June,1291
 Israel,2016, July,1634
 Israel,2016, August,1211
 Israel,2016, september,2842
 Israel,2016, October,6126
 Israel,2016, november,2424
 Israel,2016, december,939
 Mongolia,2016, January,1802
 Mongolia,2016, February,1746
 Mongolia,2016, March,1956
 Mongolia,2016, April,1839
 Mongolia,2016, May,2004
 Mongolia,2016, June,1760
 Mongolia,2016, July,1551
 Mongolia,2016, August,1656
 Mongolia,2016, september,1922
 Mongolia,2016, October,1999
 Mongolia,2016, november,1554
 Mongolia,2016, december,1619
Türkiye,2016, January,1192
Türkiye,2016, February,1079
Türkiye,2016, March,1595
Türkiye,2016, April,1966
Türkiye,2016, May,1689
Türkiye,2016, June,1329
Türkiye,2016, July,1785
Türkiye,2016, August,1103
Türkiye,2016, september,1988
Türkiye,2016, October,1876
Türkiye,2016, november,1438
Türkiye,2016, december,1115
 uk,2016, January,17616
 uk,2016, February,20057
 uk,2016, March,34746
 uk,2016, April,28499
 uk,2016, May,24048
 uk,2016, June,20315
 uk,2016, July,24721
 uk,2016, August,21451
 uk,2016, september,24693
 uk,2016, October,32022
 uk,2016, november,23489
 uk,2016, december,20801
 France,2016, January,12077
 France,2016, February,14502
 France,2016, March,22122
 France,2016, April,33978
 France,2016, May,23250
 France,2016, June,16659
 France,2016, July,26962
 France,2016, August,23669
 France,2016, september,17297
 France,2016, October,30035
 France,2016, november,17399
 France,2016, december,15499
 Germany,2016, January,9659
 Germany,2016, February,11279
 Germany,2016, March,21113
 Germany,2016, April,18048
 Germany,2016, May,16646
 Germany,2016, June,12025
 Germany,2016, July,14489
 Germany,2016, August,14186
 Germany,2016, september,16857
 Germany,2016, October,22874
 Germany,2016, november,15399
 Germany,2016, december,10713
 Italy,2016, January,5149
 Italy,2016, February,5374
 Italy,2016, March,10687
 Italy,2016, April,12017
 Italy,2016, May,9389
 Italy,2016, June,8100
 Italy,2016, July,10867
 Italy,2016, August,18385
 Italy,2016, september,9767
 Italy,2016, October,12531
 Italy,2016, november,8581
 Italy,2016, december,8404
 Russia,2016, January,4257
 Russia,2016, February,3202
 Russia,2016, March,4934
 Russia,2016, April,5421
 Russia,2016, May,4108
 Russia,2016, June,3545
 Russia,2016, July,4700
 Russia,2016, August,4312
 Russia,2016, september,4485
 Russia,2016, October,6464
 Russia,2016, november,4983
 Russia,2016, december,4428
 Spain,2016, January,3017
 Spain,2016, February,3028
 Spain,2016, March,8701
 Spain,2016, April,6422
 Spain,2016, May,6196
 Spain,2016, June,6061
 Spain,2016, July,11232
 Spain,2016, August,15071
 Spain,2016, september,9191
 Spain,2016, October,11012
 Spain,2016, november,6169
 Spain,2016, december,5749
 Sweden,2016, January,3624
 Sweden,2016, February,2964
 Sweden,2016, March,6532
 Sweden,2016, April,5047
 Sweden,2016, May,3424
 Sweden,2016, June,4412
 Sweden,2016, July,4200
 Sweden,2016, August,2633
 Sweden,2016, september,3684
 Sweden,2016, October,5920
 Sweden,2016, november,3978
 Sweden,2016, december,3206
 Netherlands,2016, January,2639
 Netherlands,2016, February,3094
 Netherlands,2016, March,4879
 Netherlands,2016, April,7047
 Netherlands,2016, May,5255
 Netherlands,2016, June,3652
 Netherlands,2016, July,7516
 Netherlands,2016, August,4347
 Netherlands,2016, september,5197
 Netherlands,2016, October,6790
 Netherlands,2016, november,4323
 Netherlands,2016, december,3510
 Switzerland,2016, January,1916
 Switzerland,2016, February,2151
 Switzerland,2016, March,5167
 Switzerland,2016, April,5328
 Switzerland,2016, May,3624
 Switzerland,2016, June,2543
 Switzerland,2016, July,5452
 Switzerland,2016, August,2845
 Switzerland,2016, september,3614
 Switzerland,2016, October,6218
 Switzerland,2016, november,2931
 Switzerland,2016, december,2443
 Belgium,2016, January,1387
 Belgium,2016, February,1530
 Belgium,2016, March,3355
 Belgium,2016, April,2739
 Belgium,2016, May,2700
 Belgium,2016, June,1969
 Belgium,2016, July,3806
 Belgium,2016, August,2012
 Belgium,2016, september,2727
 Belgium,2016, October,4126
 Belgium,2016, november,2370
 Belgium,2016, december,1461
 Finland,2016, January,1866
 Finland,2016, February,1903
 Finland,2016, March,2473
 Finland,2016, April,2354
 Finland,2016, May,2139
 Finland,2016, June,2000
 Finland,2016, July,1764
 Finland,2016, August,1197
 Finland,2016, september,1730
 Finland,2016, October,2618
 Finland,2016, november,1803
 Finland,2016, december,1852
 Poland,2016, January,1849
 Poland,2016, February,1664
 Poland,2016, March,2796
 Poland,2016, April,4245
 Poland,2016, May,3214
 Poland,2016, June,2701
 Poland,2016, July,2921
 Poland,2016, August,2290
 Poland,2016, september,2906
 Poland,2016, October,3171
 Poland,2016, november,2641
 Poland,2016, december,1156
 Denmark,2016, January,1350
 Denmark,2016, February,1493
 Denmark,2016, March,3084
 Denmark,2016, April,2090
 Denmark,2016, May,1886
 Denmark,2016, June,1845
 Denmark,2016, July,2959
 Denmark,2016, August,1251
 Denmark,2016, september,1717
 Denmark,2016, October,3138
 Denmark,2016, november,1743
 Denmark,2016, december,1274
 Norway,2016, January,1350
 Norway,2016, February,1307
 Norway,2016, March,3265
 Norway,2016, April,1386
 Norway,2016, May,1272
 Norway,2016, June,1772
 Norway,2016, July,2189
 Norway,2016, August,935
 Norway,2016, september,1461
 Norway,2016, October,1809
 Norway,2016, november,1351
 Norway,2016, december,1074
 Austria,2016, January,1132
 Austria,2016, February,1421
 Austria,2016, March,2324
 Austria,2016, April,2008
 Austria,2016, May,2018
 Austria,2016, June,1214
 Austria,2016, July,2059
 Austria,2016, August,1840
 Austria,2016, september,1906
 Austria,2016, October,2402
 Austria,2016, november,1605
 Austria,2016, december,1018
 Portugal,2016, January,1110
 Portugal,2016, February,1127
 Portugal,2016, March,1751
 Portugal,2016, April,1840
 Portugal,2016, May,1676
 Portugal,2016, June,1622
 Portugal,2016, July,2103
 Portugal,2016, August,2341
 Portugal,2016, september,1699
 Portugal,2016, October,2271
 Portugal,2016, november,1706
 Portugal,2016, december,2178
 Ireland,2016, January,1162
 Ireland,2016, February,1151
 Ireland,2016, March,1742
 Ireland,2016, April,1416
 Ireland,2016, May,1390
 Ireland,2016, June,1236
 Ireland,2016, July,1486
 Ireland,2016, August,1153
 Ireland,2016, september,1445
 Ireland,2016, October,1714
 Ireland,2016, november,1294
 Ireland,2016, december,1188
 US,2016, January,75909
 US,2016, February,67616
 US,2016, March,116207
 US,2016, April,114153
 US,2016, May,111980
 US,2016, June,125353
 US,2016, July,117636
 US,2016, August,88783
 US,2016, september,96808
 US,2016, October,119477
 US,2016, november,103761
 US,2016, december,105036
 Canada,2016, January,17681
 Canada,2016, February,17492
 Canada,2016, March,26622
 Canada,2016, April,23079
 Canada,2016, May,24092
 Canada,2016, June,18915
 Canada,2016, July,22928
 Canada,2016, August,21890
 Canada,2016, september,22097
 Canada,2016, October,29736
 Canada,2016, november,24039
 Canada,2016, december,24642
 Mexico,2016, January,2288
 Mexico,2016, February,2060
 Mexico,2016, March,4449
 Mexico,2016, April,3182
 Mexico,2016, May,3408
 Mexico,2016, June,3961
 Mexico,2016, July,4670
 Mexico,2016, August,3064
 Mexico,2016, september,4180
 Mexico,2016, October,4805
 Mexico,2016, november,3507
 Mexico,2016, december,3935
 Brazil,2016, January,2316
 Brazil,2016, February,1577
 Brazil,2016, March,2988
 Brazil,2016, April,3953
 Brazil,2016, May,2873
 Brazil,2016, June,2774
 Brazil,2016, July,3204
 Brazil,2016, August,1987
 Brazil,2016, september,3056
 Brazil,2016, October,5448
 Brazil,2016, november,2847
 Brazil,2016, december,3865
 Australia,2016, January,56075
 Australia,2016, February,35858
 Australia,2016, March,41763
 Australia,2016, April,39658
 Australia,2016, May,29811
 Australia,2016, June,30192
 Australia,2016, July,29133
 Australia,2016, August,19392
 Australia,2016, september,41134
 Australia,2016, October,37667
 Australia,2016, november,33125
 Australia,2016, december,51524
 new zealand,2016, January,5049
 new zealand,2016, February,3885
 new zealand,2016, March,4195
 new zealand,2016, April,5233
 new zealand,2016, May,4102
 new zealand,2016, June,4253
 new zealand,2016, July,5202
 new zealand,2016, August,3616
 new zealand,2016, september,5626
 new zealand,2016, October,4831
 new zealand,2016, november,4139
 new zealand,2016, december,6192
 South Korea,2017, January,625415
 South Korea,2017, February,600018
 South Korea,2017, March,488349
 South Korea,2017, April,554627
 South Korea,2017, May,558892
 South Korea,2017, June,568877
 South Korea,2017, July,644026
 South Korea,2017, August,620904
 South Korea,2017, september,556885
 South Korea,2017, October,620936
 South Korea,2017, november,622604
 South Korea,2017, december,678905
 China,2017, January,630570
 China,2017, February,509090
 China,2017, March,508979
 China,2017, April,528781
 China,2017, May,517038
 China,2017, June,587193
 China,2017, July,780771
 China,2017, August,819855
 China,2017, september,678313
 China,2017, October,663815
 China,2017, november,567149
 China,2017, december,564264
 Taiwan,2017, January,350765
 Taiwan,2017, February,342951
 Taiwan,2017, March,339884
 Taiwan,2017, April,413348
 Taiwan,2017, May,407471
 Taiwan,2017, June,433603
 Taiwan,2017, July,446604
 Taiwan,2017, August,377843
 Taiwan,2017, september,347796
 Taiwan,2017, October,421094
 Taiwan,2017, november,363178
 Taiwan,2017, december,319516
 Hong Kong,2017, January,185486
 Hong Kong,2017, February,140622
 Hong Kong,2017, March,164469
 Hong Kong,2017, April,209394
 Hong Kong,2017, May,181601
 Hong Kong,2017, June,201799
 Hong Kong,2017, July,234651
 Hong Kong,2017, August,196761
 Hong Kong,2017, september,165513
 Hong Kong,2017, October,171103
 Hong Kong,2017, november,172926
 Hong Kong,2017, december,207243
 Thailand,2017, January,65176
 Thailand,2017, February,75098
 Thailand,2017, March,111502
 Thailand,2017, April,138559
 Thailand,2017, May,88816
 Thailand,2017, June,51755
 Thailand,2017, July,56699
 Thailand,2017, August,36176
 Thailand,2017, september,49526
 Thailand,2017, October,103536
 Thailand,2017, november,94533
 Thailand,2017, december,115835
 Singapore,2017, January,20415
 Singapore,2017, February,17643
 Singapore,2017, March,33791
 Singapore,2017, April,35380
 Singapore,2017, May,34322
 Singapore,2017, June,36283
 Singapore,2017, July,19720
 Singapore,2017, August,15331
 Singapore,2017, september,22203
 Singapore,2017, October,32090
 Singapore,2017, november,50521
 Singapore,2017, december,86433
Malaysia,2017, January,34513
Malaysia,2017, February,26667
Malaysia,2017, March,43744
Malaysia,2017, April,43152
Malaysia,2017, May,36019
Malaysia,2017, June,30044
Malaysia,2017, July,21572
Malaysia,2017, August,21072
Malaysia,2017, september,26478
Malaysia,2017, October,39356
Malaysia,2017, november,52219
Malaysia,2017, december,64712
 Indonesia,2017, January,22539
 Indonesia,2017, February,17911
 Indonesia,2017, March,36001
 Indonesia,2017, April,45215
